code,code_generated,name,owner,category,status,acq_date,cost,accum,book_value,remaining_life,method
AS-the tenant-0142,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0143,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0144,1,Damoda Drone Propeller,PT the tenant,Komponen Drone,Unregistered Asset,2025-06-18,114090.0,0.0,0.0,0,
AS-the tenant-0145,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0146,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0147,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0148,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0149,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0150,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0151,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0152,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0153,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0154,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0155,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0156,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0157,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0158,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0159,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0160,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0161,1,Safety Traffic Cone 70 Cm,the tenant,Alat Pendukung,Unregistered Asset,2024-09-04,70000.0,0.0,0.0,0,
AS-the tenant-0162,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0163,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0164,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0165,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0166,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0167,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0168,1,HeadLamp Light L-T21,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,36900.0,0.0,0.0,0,
AS-the tenant-0169,1,ONEMED - Kotak P3K Set Jinjing Lengkap Isi 15 19 Item,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,130000.0,0.0,0.0,0,
AS-the tenant-0170,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0171,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0172,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0173,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0174,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0175,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0176,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0177,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0178,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0179,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0180,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0181,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0182,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0183,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0184,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
AS-the tenant-0185,1,Helm Proyek Safety,the tenant,Alat Pendukung,Unregistered Asset,2024-09-06,72225.0,0.0,0.0,0,
